,id,retweet_count,favorite_count
2144,669324657376567296,182,438
2145,669216679721873412,346,1054
2146,669214165781868544,135,385
2147,669203728096960512,406,886
2148,669037058363662336,264,571
2149,669015743032369152,323,649
2150,669006782128353280,209,510
2151,669000397445533696,5502,18637
2152,668994913074286592,188,390
2153,668992363537309700,292,657
2154,668989615043424256,288,593
2155,668988183816871936,389,796
2156,668986018524233728,140,478
2157,668981893510119424,258,478
2158,668979806671884288,292,701
2159,668975677807423489,495,1152
2160,668967877119254528,18,127
2161,668960084974809088,209,618
2162,668955713004314625,63,241
2163,668932921458302977,50,227
2164,668902994700836864,87,276
2165,668892474547511297,126,355
2166,668872652652679168,267,474
2167,668852170888998912,139,409
2168,668826086256599040,112,381
2169,668815180734689280,225,491
2170,668779399630725120,325,627
2171,668655139528511488,187,469
2172,668645506898350081,457,771
2173,668643542311546881,445,780
2174,668641109086707712,465,943
2175,668636665813057536,434,916
2176,668633411083464705,1376,2455
2177,668631377374486528,280,617
2178,668627278264475648,97,281
2179,668625577880875008,112,328
2180,668623201287675904,652,1243
2181,668620235289837568,35,181
2182,668614819948453888,271,541
2183,668587383441514497,918,1468
2184,668567822092664832,46,206
2185,668544745690562560,197,452
2186,668542336805281792,181,402
2187,668537837512433665,61,226
2188,668528771708952576,189,402
2189,668507509523615744,87,277
2190,668496999348633600,114,358
2191,668484198282485761,207,371
2192,668480044826800133,127,394
2193,668466899341221888,439,766
2194,668297328638447616,255,555
2195,668291999406125056,28,213
2196,668286279830867968,116,434
2197,668274247790391296,196,718
2198,668268907921326080,206,482
2199,668256321989451776,516,1146
2200,668248472370458624,406,838
2201,668237644992782336,2413,5428
2202,668226093875376128,85,246
2203,668221241640230912,168,450
2204,668204964695683073,171,487
2205,668190681446379520,171,576
2206,668171859951755264,162,425
2207,668154635664932864,272,437
2208,668142349051129856,239,508
2209,668113020489474048,207,580
2210,667937095915278337,690,1112
2211,667924896115245057,95,263
2212,667915453470232577,46,184
2213,667911425562669056,245,430
2214,667902449697558528,334,755
2215,667886921285246976,906,1644
2216,667885044254572545,398,728
2217,667878741721415682,101,348
2218,667873844930215936,338,548
2219,667866724293877760,898,2706
2220,667861340749471744,69,222
2221,667832474953625600,54,254
2222,667806454573760512,416,927
2223,667801013445750784,81,282
2224,667793409583771648,286,606
2225,667782464991965184,210,363
2226,667773195014021121,44,204
2227,667766675769573376,185,372
2228,667728196545200128,126,324
2229,667724302356258817,268,423
2230,667550904950915073,28,0
2231,667550882905632768,25,0
2232,667549055577362432,1944,5090
2233,667546741521195010,106,303
2234,667544320556335104,457,761
2235,667538891197542400,58,174
2236,667534815156183040,443,716
2237,667530908589760512,206,409
2238,667524857454854144,964,1495
2239,667517642048163840,165,332
2240,667509364010450944,1857,6041
2241,667502640335572993,193,485
2242,667495797102141441,231,458
2243,667491009379606528,189,457
2244,667470559035432960,85,225
2245,667455448082227200,53,171
2246,667453023279554560,73,279
2247,667443425659232256,486,681
2248,667437278097252352,197,396
2249,667435689202614272,76,266
2250,667405339315146752,196,409
2251,667393430834667520,50,168
2252,667369227918143488,144,328
2253,667211855547486208,209,426
2254,667200525029539841,227,544
2255,667192066997374976,86,331
2256,667188689915760640,329,642
2257,667182792070062081,5254,12491
2258,667177989038297088,48,165
2259,667176164155375616,386,524
2260,667174963120574464,69,218
2261,667171260800061440,72,186
2262,667165590075940865,965,2376
2263,667160273090932737,50,219
2264,667152164079423490,14567,42129
2265,667138269671505920,1862,3997
2266,667119796878725120,106,283
2267,667090893657276420,105,286
2268,667073648344346624,103,351
2269,667070482143944705,13,72
2270,667065535570550784,40,143
2271,667062181243039745,45,191
2272,667044094246576128,43,163
2273,667012601033924608,186,392
2274,666996132027977728,79,212
2275,666983947667116034,842,2243
2276,666837028449972224,467,699
2277,666835007768551424,65,183
2278,666826780179869698,79,218
2279,666817836334096384,209,442
2280,666804364988780544,78,205
2281,666786068205871104,408,655
2282,666781792255496192,168,324
2283,666776908487630848,148,303
2284,666739327293083650,59,206
2285,666701168228331520,182,371
2286,666691418707132416,42,159
2287,666649482315059201,524,991
2288,666644823164719104,69,207
2289,666454714377183233,179,447
2290,666447344410484738,19,90
2291,666437273139982337,40,106
2292,666435652385423360,41,136
2293,666430724426358785,160,276
2294,666428276349472768,67,139
2295,666421158376562688,91,272
2296,666418789513326592,39,107
2297,666411507551481857,262,370
2298,666407126856765440,30,93
2299,666396247373291520,68,147
2300,666373753744588802,73,162
2301,666362758909284353,468,649
2302,666353288456101888,56,179
2303,666345417576210432,122,241
2304,666337882303524864,79,168
2305,666293911632134144,289,424
2306,666287406224695296,56,123
2307,666273097616637952,66,151
2308,666268910803644416,38,97
2309,666104133288665088,5459,12845
2310,666102155909144576,11,66
2311,666099513787052032,53,134
2312,666094000022159362,63,141
2313,666082916733198337,37,92
2314,666073100786774016,130,273
2315,666071193221509120,51,127
2316,666063827256086533,180,395
2317,666058600524156928,47,99
2318,666057090499244032,112,247
2319,666055525042405380,196,367
2320,666051853826850816,699,1023
2321,666050758794694657,50,115
2322,666049248165822465,36,88
2323,666044226329800704,115,245
2324,666033412701032449,36,100
2325,666029285002620928,39,112
2326,666020888022790149,420,2284
